house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;4760;5;203;155;3765;F;4847;1195000;
Villa;4300;8;243;99;4923;B;9000;4695000;
Villa;8300;6;212;53;4162;C;1881;3695000;
Rækkehus;9260;4;115;0;2805;A20;331;2195000;
Villa;9400;5;174;87;1517;A10;1618;2295000;
Villa;4400;4;159;121;1547;E;1090;1195000;
Rækkehus;2640;4;120;0;3050;A15;124;3750000;
Villa;9310;6;167;48;2033;C;741;2245000;
Villa;9210;4;111;56;2157;D;804;2395000;
Villa;5620;5;134;47;1770;D;878;1299000;
Villa;2680;6;162;53;3604;C;782;4945000;
Rækkehus;2640;4;122;0;3060;A15;124;3750000;
Ejerlejlighed;2820;4;97;84;4464;D;702;4845000;
Villa;9280;4;108;45;1907;C;743;2295000;
Rækkehus;2640;4;122;1;3060;A15;125;3750000;
Villa;8240;6;162;50;3718;D;806;4849000;
Villa;8850;6;202;45;2504;C;1420;2350000;
Villa;6792;5;154;48;1643;C;743;1345000;
Villa;7120;4;200;4;4529;A20;1053;4995000;
Rækkehus;2640;4;120;0;3050;A15;125;3750000;
Rækkehus;9492;4;96;1;2280;A15;894;2445000;
Villa;8361;4;128;221;3086;C;2785;2495000;
Villa;8800;5;205;20;3699;C;1210;5500000;
Villa;2680;8;240;48;5083;C;1058;5250000;
Villa;6800;6;158;91;2286;E;23529;1375000;
Villa;7100;7;190;121;3642;D;728;2475000;
Villa;6600;7;210;93;2435;D;1118;2495000;
Rækkehus;2640;4;122;1;3060;A15;126;3750000;
Villa;2970;4;153;36;5323;C;853;5595000;
Rækkehus;4030;4;94;33;2356;D;183;2495000;
Rækkehus;2640;4;122;0;3061;A15;127;3750000;
Villa;8840;4;155;48;1832;E;1970;1395000;
Villa;2980;6;191;49;4495;D;894;5750000;
Villa;5270;5;138;49;2261;C;852;2595000;
Villa;2791;4;87;55;4382;D;705;5695000;
Villa;4400;5;139;41;2295;E;861;1395000;
Villa;2990;8;211;71;5728;D;804;6250000;
Villa;4520;5;139;10;2228;B;801;2495000;
Villa;6700;6;191;92;2512;E;946;2598000;
Villa;4600;7;261;47;3997;D;824;6650000;
Rækkehus;2640;4;122;1;3061;A15;129;3750000;
Villa;4534;6;146;45;1840;E;805;1450000;
Villa;2840;5;139;32;7247;D;802;7250000;
Villa;8600;2;156;123;7326;D;954;6395000;
Rækkehus;2640;4;122;1;3060;A15;128;3750000;
Villa;6093;6;232;91;1864;E;997;1495000;
Villa;9230;4;129;3;2538;A15;502;2645000;
Villa;4600;6;176;1;3217;A15;1252;6500000;
Villa;8641;3;150;116;1719;C;311;1575000;
Villa;7950;4;135;79;1114;F;625;450000;
Villa;2791;5;174;246;5828;C;162;7495000;
Rækkehus;2640;4;122;1;3060;A15;129;3750000;
Rækkehus;2640;4;122;1;3057;A15;119;3750000;
Villa;6710;5;177;61;2454;C;708;2648000;
Villa;9900;5;148;47;1920;E;1013;1595000;
Rækkehus;2640;4;122;1;3062;A15;130;3750000;
Villa;4550;6;173;67;2998;D;948;2695000;
Villa;8410;3;118;121;1437;E;793;1598000;
Villa;2680;5;183;48;4032;D;975;3795000;
Villa;2840;7;246;41;9064;B;1207;12300000;
Villa;6000;4;117;121;1971;D;297;2695000;
Rækkehus;2640;4;128;1;3123;A15;133;3795000;
Villa;9800;5;145;89;1686;C;610;1625000;
Villa;4943;4;102;122;819;F;745;299000;
Rækkehus;5000;5;193;321;1677;C;82;2995000;
Rækkehus;1773;6;140;134;4285;C;75;14995000;
Rækkehus;2640;4;128;1;3122;A15;135;3795000;
Villa;9600;7;120;75;989;E;1090;495000;
Villa;6710;6;184;8;8882;A10;877;14995000;
Villa;2630;5;102;77;3384;C;709;3995000;
Villa;3400;4;92;57;2927;D;840;2895000;
Villa;6000;6;144;61;2318;E;560;1625000;
Villa;9750;4;112;58;1464;D;1576;545000;
Villa;7730;3;89;144;809;E;710;445000;
Rækkehus;3520;5;125;14;2978;B;227;3999995;
Villa;2920;6;265;99;9848;C;1182;22500000;
Villa;7100;5;108;95;2619;C;689;1695000;
Villa;8660;4;139;43;2373;C;676;2995000;
Villa;9460;5;144;45;1236;B;701;735000;
Villa;2100;9;291;101;12034;C;1085;27995000;
Rækkehus;4000;5;120;6;3659;A10;111;4075000;
Villa;8355;5;154;35;2812;C;720;3245000;
Villa;8600;6;212;131;1381;C;1732;4195000;
Villa;7673;5;141;47;1298;C;1027;595000;
Villa;8920;5;145;101;1340;G;623;495000;
Villa;4622;5;165;59;3488;C;867;3495000;
Villa;2620;4;153;53;5304;C;700;4295000;
Villa;7100;5;175;25;2762;C;756;2995000;
Villa;6780;3;89;54;845;E;1050;550000;
Villa;6200;4;180;48;2010;C;1540;1895000;
Villa;8410;6;193;101;2753;D;1620;2998000;
Villa;2970;5;186;4;5067;A10;1005;5495000;
Villa;7600;4;137;121;1351;D;3000;795000;
Villa;8361;5;164;37;3348;C;787;4299000;
Villa;8762;3;90;131;1149;G;2000;595000;
Villa;3400;5;166;0;4576;A15;964;6195000;
Villa;9340;6;146;99;1320;G;288;645000;
Villa;8700;5;193;50;2504;C;875;3095000;
Villa;2850;5;172;70;7652;D;991;10800000;
Villa;2791;4;147;46;4023;C;613;4595000;
Villa;5771;3;108;121;1373;E;778;895000;
Villa;7790;4;85;116;760;D;287;325000;
Villa;6630;5;176;63;1403;F;1014;650000;
Villa;8660;6;181;46;2867;C;770;3198000;
Villa;8362;5;164;5;3596;A15;853;4825000;
Villa;7870;6;192;101;1232;E;1797;350000;
Villa;5690;4;110;61;1296;F;1876;895000;
Villa;7900;4;179;42;1236;C;977;695000;
Villa;3250;6;154;43;3610;E;836;3295000;
Villa;7760;4;124;121;1136;B;422;445000;
Villa;7330;7;174;49;1574;C;819;745000;
Villa;8700;8;226;112;2670;C;226;3495000;
Rækkehus;5683;2;78;40;1894;E;169;750000;
Villa;4621;10;308;151;5470;F;2480;4995000;
Villa;9800;6;229;36;2956;C;1652;3495000;
Villa;5683;4;105;60;1367;E;557;895000;
Villa;7600;4;118;73;2038;F;931;795000;
Villa;9460;5;115;121;1242;E;1088;595000;
Villa;2791;4;131;49;4117;C;850;5195000;
Villa;5500;6;176;42;2357;D;742;3750000;
Villa;6430;7;179;89;1402;F;673;645000;
Villa;2680;6;228;60;4811;C;1219;5295000;
Villa;9510;3;136;69;1405;D;561;945000;
Villa;4200;4;90;66;1623;E;500;995000;
Villalejlighed;2400;5;111;97;3519;D;491;5795000;
Villa;7673;5;151;61;1211;E;633;685000;
Villa;6900;7;221;17;2322;C;1230;3925000;
Villa;6792;4;124;47;1457;D;629;995000;
Villa;4220;3;61;196;1077;E;51;795000;
Villa;8450;7;131;73;1973;F;18752;3995000;
Villa;7442;3;110;65;1299;C;1379;995000;
Villa;4450;7;200;159;2480;C;940;995000;
Villa;7860;5;170;121;1185;C;1561;795000;
Villa;9000;5;190;6;3360;A10;699;6195000;
Villa;4320;6;210;94;4019;D;1383;4295000;
Villa;9700;4;106;74;1344;D;800;1065000;
Villa;4960;4;132;83;1277;D;572;799000;
Villa;9550;5;133;144;1165;C;660;1045000;
Villa;9440;4;192;50;1893;E;761;1195000;
Villa;8210;6;122;70;3562;D;911;4298000;
Rækkehus;8660;4;119;144;1602;G;247;845000;
Villa;7400;4;96;66;1449;E;706;1195000;
Villa;2800;5;161;88;5721;D;846;8495000;
Villa;7200;4;100;45;1369;C;862;1185000;
Villa;5560;4;162;114;1255;D;2040;1240000;
Villa;4420;3;117;146;1523;F;932;875000;
Villa;7900;6;188;109;1667;C;495;1195000;
Villa;7840;6;140;164;1245;C;1190;1295000;
Villa;7600;5;163;118;1449;D;709;895000;
Villa;9000;5;227;21;6442;C;1211;9750000;
Villa;4200;5;110;121;1956;F;1835;1295000;
Villa;2960;8;255;91;11488;D;1722;18000000;
Villa;7160;6;173;42;1706;D;750;1395000;
Villa;8700;5;152;109;1572;C;560;895000;
Villa;8450;7;149;99;2385;G;7788;1495000;
Villa;6270;4;110;65;1515;D;1198;895000;
Villa;4230;2;58;241;1633;F;580;595000;
Villa;9610;6;181;21;2275;C;1644;1645000;
Villa;6818;3;108;63;994;D;1262;740000;
Villa;6940;5;155;32;2133;C;1101;1695000;
Villa;7620;6;150;95;1434;G;3543;1375000;
Villalejlighed;6000;4;96;92;1240;D;1052;995000;
Villa;7741;7;160;47;1637;C;24805;1795000;
Villa;8660;9;280;134;2868;D;790;1999000;
Villa;9320;5;135;62;1393;D;700;995000;
Villa;9293;4;144;114;1271;C;575;1385000;
Villa;4270;7;280;140;2636;D;2115;1999999;
Villa;8620;5;155;131;1359;F;1101;995000;
Villa;8940;5;153;38;2281;B;300;2188000;
Villa;8830;6;212;66;2195;D;1262;1795000;
Villa;9500;4;113;15;1503;C;665;1395000;
Villa;4653;4;103;68;2177;D;1025;1845000;
Villa;4581;4;92;58;1932;F;1083;995000;
Villa;6000;8;175;57;2530;D;701;2195000;
Villa;7400;6;179;47;2273;D;844;1895000;
Villa;8850;4;126;58;1757;E;830;1045000;
Ejerlejlighed;6950;4;108;11;1963;B;1031;2195000;
Villa;9632;5;165;13;1914;B;770;2195000;
Villa;4700;3;93;76;2150;D;394;1895000;
Villa;4281;4;117;56;1926;D;1200;1075000;
Villa;8920;5;154;46;2432;D;812;1895000;
Villa;7430;8;313;60;1208;C;1082;2195000;
Villa;4220;3;66;86;1996;G;623;1095000;
Villa;7673;5;197;11;1882;B;1000;1975000;
Villa;4840;4;150;57;1518;D;1155;1095000;
Villa;9620;6;179;91;1653;C;1240;2295000;
Villa;7200;7;158;42;3011;D;5847;2195000;
Villa;6720;4;95;61;3506;G;1271;2375000;
Villa;8700;5;129;40;2518;D;905;2195000;
Villa;7700;7;252;56;2226;D;720;2235000;
Villa;8660;4;136;98;1707;F;1082;2245000;
Rækkehus;9200;4;140;11;1958;A10;368;2548000;
Villa;5220;4;112;38;2162;C;582;2595000;
Rækkehus;8800;3;100;0;2572;A15;321;2265000;
Villa;6094;5;205;47;3003;D;814;2595000;
Villa;4532;4;194;63;2307;D;1061;2275000;
Villa;8960;7;211;58;2647;D;1985;2695000;
Villa;6400;3;97;131;1933;D;96;2295000;
Villa;6715;5;167;55;2528;D;874;2298000;
Villa;4100;6;160;52;2596;D;924;2345000;
Villa;7500;5;185;47;2594;C;1349;2395000;
Villa;5210;4;118;54;2176;D;736;2395000;
Villa;7500;6;220;113;3070;D;874;2995000;
Villa;4773;7;195;13;2590;B;844;2495000;
Villa;5772;5;162;41;2793;C;4091;2495000;
Villa;5580;5;167;144;2185;D;6808;3175000;
Villa;8870;5;160;3;2265;A15;953;3295000;
Villa;7900;5;217;3;2831;A15;2335;3375000;
Villalejlighed;2770;2;81;100;2282;D;522;3395000;
Villa;3630;6;158;56;2335;A10;1411;2595000;
Villalejlighed;3070;2;94;97;1694;D;924;3495000;
Villa;7430;6;167;20;1889;C;960;2595000;
Villa;4623;4;126;47;3008;D;893;2645000;
Villa;4623;5;219;17;3751;C;1078;3550000;
Villa;5580;4;150;120;1668;E;690;2650000;
Villa;2600;4;113;54;4545;E;648;3595000;
Villa;9530;5;151;1;1304;A20;934;2695000;
Villa;8700;7;271;141;2087;D;4133;2695000;
Villa;8240;5;197;88;2599;D;883;3800000;
Rækkehus;8800;4;130;0;2962;A15;379;2790000;
Villa;7100;7;206;34;2605;C;827;2795000;
Villa;4700;7;223;22;3165;C;1050;3895000;
Villa;6000;8;138;114;2607;G;460;2795000;
Villa;5600;9;242;96;2009;E;5516;3995000;
Villa;6000;5;158;93;2793;D;1059;2965000;
Villa;7500;6;243;59;3098;C;574;3995000;
Villa;8300;5;223;146;2746;C;2574;2995000;
Villa;9400;4;140;109;2140;C;527;2995000;
Villa;9200;6;162;53;3086;D;890;2998000;
Villa;6700;6;172;74;2466;C;695;3098000;
Villa;4000;6;187;67;3548;D;1012;4195000;
Villa;6400;5;140;20;4992;C;706;4195000;
Villa;2860;5;131;41;2817;C;406;4250000;
Rækkehus;4320;5;160;0;4427;A20;525;4495000;
Villa;5300;5;152;82;2882;D;160;4495000;
Villa;8220;4;148;61;3069;C;874;4495000;
Villa;2800;9;211;71;12085;D;1441;15995000;
Villa;8660;7;240;19;3570;B;1248;4499000;
Villa;4622;5;166;3;3439;A15;754;4595000;
Villa;4983;4;126;59;1301;E;1457;375000;
Villa;8250;6;150;6;3755;A15;875;4675000;
Villa;9850;4;107;54;1267;E;704;395000;
Villa;9870;3;101;74;1229;G;624;575000;
Villa;8340;4;167;13;7523;C;1918;4795000;
Villa;8355;6;198;13;3237;B;864;4995000;
Villa;2860;6;143;72;3920;C;606;5995000;
Villa;5540;14;457;146;4560;F;15766;5995000;
Villa;6360;3;96;58;1206;E;575;585000;
Rækkehus;5000;5;175;136;1968;D;136;5995000;
Villa;8832;8;181;60;1696;F;1876;595000;
Villa;7080;7;129;1;2898;A10;10680;6990000;
Villa;7323;1;91;92;1187;F;901;595000;
Villa;4600;5;216;84;3925;C;858;7795000;
Rækkehus;2900;4;109;10;3741;B;200;7995000;
Villa;8000;5;193;77;5150;D;750;7998000;
Villa;4450;1;80;76;2069;C;338;645000;
Villa;6780;5;173;120;1211;E;4755;695000;
Villa;7730;4;122;53;1299;C;783;698000;
Rækkehus;9370;3;82;32;1241;B;361;725000;
Villa;6000;6;249;13;4821;A10;58351;9495000;
Villa;9460;5;110;104;1266;C;872;750000;
Villa;8983;6;234;123;1598;C;385;829000;
Villa;6520;5;169;56;1682;E;2328;845000;
Villa;9260;4;141;95;1992;G;1815;845000;
Villa;8961;4;122;72;1741;C;793;849000;
Rækkehus;3700;3;97;141;1532;D;592;895000;
Villa;7500;5;210;70;2573;F;15000;1395000;
Villa;9560;3;168;75;1560;D;493;895000;
Rækkehus;7400;5;110;44;1461;B;377;1395000;
Villa;7860;3;118;88;1089;D;476;945000;
Villa;9240;4;127;73;2039;D;800;1495000;
Villa;4220;5;122;121;2124;G;436;995000;
Villa;5500;7;247;131;2284;D;1697;1495000;
Villa;9850;5;144;49;1650;D;641;1295000;
Villa;6200;5;194;72;2135;D;1245;2595000;
Villa;4684;4;137;117;2159;C;690;1495000;
Villa;4261;4;148;146;2082;G;2899;1085000;
Villa;4261;5;148;47;1982;C;876;1395000;
Rækkehus;6100;5;139;39;1990;B;170;1585000;
Villa;5250;4;127;54;1964;C;813;2599000;
Villa;7470;6;137;35;1744;C;960;1445000;
Rækkehus;5450;4;141;121;1361;C;366;1595000;
Villa;9440;5;168;106;1406;F;2046;1095000;
Villa;6900;4;140;47;2031;E;874;1495000;
Villa;6000;5;187;43;2857;C;722;2895000;
Villa;4261;8;172;59;1675;D;766;1195000;
Villa;4780;4;109;69;1632;F;340;1495000;
Villa;6950;8;230;25;2944;C;797;2895000;
Villa;5610;4;150;87;1930;D;539;1595000;
Villa;4780;4;130;46;1943;C;900;1250000;
Villa;6000;6;161;40;2905;B;836;2995000;
Villa;8300;6;175;42;3340;C;819;2995000;
Rækkehus;5000;4;118;134;1987;D;331;2995000;
Ejerlejlighed;3460;2;52;49;2333;D;934;1495000;
Villa;8543;6;163;68;2597;C;667;3399000;
Ejerlejlighed;9480;7;503;59;6299;C;841;3495000;
Villa;5210;4;123;109;2116;F;1101;1495000;
Villa;6040;5;171;87;1959;D;1370;1295000;
Villa;6000;3;100;34;2036;C;234;1795000;
Villa;3230;3;60;83;2077;G;436;1499000;
Villa;7500;4;169;53;2196;C;715;1595000;
Villa;6580;4;162;68;2170;E;994;1295000;
Villa;9900;4;107;1;1686;A15;331;1819000;
Villa;8361;8;207;59;2138;D;932;3498000;
Villa;6000;4;106;35;2145;C;453;1595000;
Villa;6064;3;110;61;1845;E;879;1295000;
Villa;6052;5;218;99;1961;C;1568;1595000;
Villa;6000;5;193;58;4136;C;975;3975000;
Villa;9900;3;107;0;1686;A15;330;1819000;
Ejerlejlighed;7100;3;83;68;1704;C;2670;1295000;
Villa;6100;5;118;58;1811;C;872;1595000;
Villa;3320;5;138;15;3150;B;749;3995000;
Villa;5450;2;180;58;1671;B;1263;1645000;
Villa;4760;10;405;136;4405;E;27041;4195000;
Villa;5300;4;103;35;2043;C;580;1645000;
Villa;9440;5;149;57;2170;D;980;1875000;
Villa;9700;4;174;50;2219;D;1029;1650000;
Villa;8600;8;211;52;3676;D;1001;4198000;
Villa;9400;4;135;121;2043;E;393;1895000;
Villa;7980;6;148;86;1045;E;1502;550000;
Villa;3550;11;320;121;4819;D;1093;4295000;
Villa;7700;3;127;41;1988;C;941;1695000;
Villa;5400;4;85;61;1201;G;700;565000;
Villa;8300;4;113;61;2755;F;1009;1998000;
Villa;2610;5;102;85;4499;D;768;4395000;
Villa;8450;6;117;98;2115;D;532;1695000;
Villa;9982;4;138;79;949;G;14123;595000;
Villa;6000;2;79;67;2059;E;573;1695000;
Villa;8543;6;210;48;1992;B;899;1998000;
Villa;5260;4;188;47;3034;C;1029;4595000;
Villa;6200;4;132;53;1373;E;1110;750000;
Villa;4370;7;154;121;1750;D;1369;1695000;
Villa;8700;2;133;111;1873;D;789;2095000;
Villa;5700;6;152;25;3977;C;829;5195000;
Villa;4291;3;105;76;1757;F;765;795000;
Villa;7100;4;126;54;2602;D;707;1745000;
Villa;4780;4;140;85;1347;F;465;795000;
Villa;4750;5;174;55;2899;D;1670;2095000;
Rækkehus;2800;5;155;42;4565;C;548;5995000;
Villa;6520;4;118;59;1372;C;860;895000;
Villa;7300;6;193;156;2381;E;8570;1750000;
Villa;7900;6;202;46;1926;E;1292;1795000;
Villa;6000;5;126;48;2430;D;720;2195000;
Rækkehus;2400;5;144;3;5565;A15;121;6195000;
Villa;8500;5;126;54;1975;C;759;1795000;
Villa;4220;7;184;115;2739;C;538;2395000;
Villa;2820;9;226;86;4110;E;819;6250000;
Rækkehus;2840;6;152;65;5981;E;390;5600000;
Villa;9310;6;169;60;2648;D;836;2395000;
Villa;6683;8;228;116;1763;E;1918;895000;
Villa;4700;5;141;50;2707;F;829;1795000;
Villa;2680;7;215;10;3480;A10;799;6495000;
Villa;5690;4;138;109;1502;C;688;895000;
Villa;8870;6;190;116;1514;D;863;1895000;
Villa;3000;7;220;121;8817;E;800;7750000;
Villa;8260;6;194;29;3156;C;761;5795000;
Villa;5560;4;113;50;1471;D;883;895000;
Villa;9270;4;113;61;1991;D;721;1898000;
Villa;7700;4;115;72;1006;D;562;1095000;
Villa;6800;6;188;124;2746;E;296;2395000;
Villa;5853;3;85;56;1266;D;737;899000;
Villa;9670;6;165;121;1359;C;483;1995000;
Villa;9220;5;143;44;2290;C;808;2495000;
Villa;2670;5;183;5;3719;A15;731;5995000;
Villa;9500;7;188;42;1550;C;728;995000;
Villa;9320;6;211;67;2531;C;1555;1995000;
Villa;8240;5;160;87;4794;B;920;8250000;
Villa;7430;4;312;138;3578;E;5103;6200000;
Villa;3200;6;150;46;3361;C;1260;2495000;
Villa;7900;5;129;35;1418;F;967;1145000;
Villa;6950;7;224;115;2216;D;775;995000;
Villa;4230;3;148;34;2395;C;2666;2075000;
Villa;2970;7;277;33;8140;C;2545;6500000;
Rækkehus;2900;6;103;0;5157;A15;70;8995000;
Villa;7100;4;140;27;2976;C;704;2195000;
Villa;9240;5;133;51;2194;C;862;2550000;
Villa;4800;4;128;111;1490;D;668;1025000;
Villa;5471;5;110;94;1518;C;350;1175000;
Villa;3250;4;116;35;3587;C;1066;2595000;
Villa;7160;6;196;78;1758;C;846;1195000;
Villa;5462;4;165;49;2326;D;945;2195000;
Villa;2970;6;202;121;5347;C;701;10750000;
Villa;2690;6;190;47;5992;C;1000;12500000;
Villa;9480;4;166;51;1683;F;11892;1198000;
Villa;7330;3;84;101;1264;E;736;1195000;
Villa;2620;5;183;52;5540;D;862;3995000;
Villa;8700;4;165;4;2107;A15;808;2695000;
Villa;8800;6;222;48;1645;C;893;2295000;
Villa;2900;13;495;104;16142;C;1079;32000000;
Villa;9740;3;130;47;1178;D;1056;325000;
Villa;7830;4;174;51;1966;D;792;1245000;
Villa;4800;5;191;54;1877;E;1205;1295000;
Villa;5210;5;184;18;2703;C;938;3995000;
Villa;5474;3;109;63;1711;D;1000;1248000;
Villa;4295;4;155;74;1808;D;787;1295000;
Villa;4871;3;64;221;1140;G;956;445000;
Rækkehus;3320;4;110;13;2335;B;252;2695000;
Villa;8752;9;268;13;3270;B;1607;3995000;
Villa;5970;4;100;146;1276;F;564;495000;
Villa;6430;5;158;44;1792;D;983;1275000;
Villa;8300;4;135;47;3038;D;795;2745000;
Villa;6000;3;126;106;1594;E;471;1295000;
Villa;8870;7;238;119;1686;C;1740;1295000;
Villa;6752;9;239;24;2074;C;1290;2298000;
Villa;3790;3;101;68;876;E;925;545000;
Villa;9320;5;138;101;1306;E;1902;1295000;
Villa;8420;5;157;29;3208;E;662;2800000;
Villa;2765;5;151;144;4436;D;933;4400000;
Villa;4450;3;102;88;1829;F;489;1345000;
Villa;7361;6;254;48;2340;C;1346;2345000;
Villa;8600;5;159;3;4176;A15;1300;4495000;
Villa;4180;3;144;121;1813;F;1030;1395000;
Villa;8983;3;60;126;1053;E;224;548000;
Villa;7700;4;105;61;1694;C;788;1375000;
Ejerlejlighed;4700;4;119;3;2213;A15;845;2800000;
Villa;4652;8;200;42;2474;C;873;2395000;
Villa;9800;6;115;101;1293;F;465;595000;
Villa;2680;5;153;50;3481;C;780;4795000;
Villa;4291;5;173;48;2233;E;912;1395000;
Villa;7730;4;122;57;1135;D;744;625000;
Villa;2820;5;142;92;2421;D;680;4895000;
Villa;9870;6;211;73;1637;C;899;1375000;
Villa;5270;3;166;174;2939;D;1726;2850000;
Villa;5200;5;137;66;2209;E;522;2395000;
Villa;4070;3;98;60;2060;E;805;1395000;
Villa;8752;5;139;121;1511;C;581;1399000;
Villa;8783;7;239;118;2570;E;3067;2398000;
Villa;4900;4;96;137;1535;E;661;645000;
Villa;9900;4;181;45;2482;C;1079;2895000;
Villa;9575;4;124;57;1397;C;703;1395000;
Villa;4520;5;103;93;1331;F;690;675000;
Villa;9520;7;381;51;3334;D;2157;2895000;
Villa;8620;3;91;71;1054;C;626;1395000;
Villa;6400;6;175;45;1687;C;888;1450000;
Villa;9330;4;118;48;1475;D;1157;745000;
Villa;8643;3;104;60;1852;D;867;1445000;
Villa;2791;5;168;46;4562;D;893;5998000;
Villa;6100;4;110;42;1731;D;853;1495000;
Villa;6800;5;148;60;2592;D;825;1485000;
Villa;8305;3;99;171;1658;F;1085;745000;
Villa;2820;4;96;74;4702;E;720;6495000;
Villa;6650;5;170;45;1651;C;869;1545000;
Villa;4400;3;124;171;2375;D;1197;1495000;
Villa;4872;3;106;60;1717;F;1100;795000;
Villa;8751;8;231;110;2092;D;690;1595000;
Villa;8370;5;126;99;1919;B;1109;1595000;
Villa;7990;4;178;80;1369;B;6000;795000;
Villa;2942;6;254;45;11431;D;1211;17500000;
Villa;6000;3;118;62;2290;D;816;1595000;
Villa;4720;6;95;191;2728;F;3580;1595000;
Villa;8270;7;327;6;11788;A20;2229;19500000;
Villa;9560;5;156;68;1974;C;419;1595000;
Villa;5884;3;87;171;874;D;410;595000;
Villa;9440;4;162;83;1959;D;2967;1595000;
Villa;7870;4;172;48;1355;D;816;795000;
Villa;9670;7;210;102;1584;D;4364;1645000;
Villa;6100;5;148;43;1581;C;1006;1595000;
Villa;7900;5;128;60;1845;E;1000;1275000;
Villa;4600;3;88;91;1772;C;180;1695000;
Villa;8950;4;104;144;1222;G;377;649000;
Villa;8990;5;191;73;1666;C;1226;1295000;
Villa;5871;6;258;135;2056;F;1986;1295000;
Rækkehus;8870;4;103;11;1615;B;373;1695000;
Villa;6100;6;105;64;1788;C;253;1295000;
Villa;7160;4;173;96;1639;D;1129;845000;
Villa;6300;6;148;157;1676;B;686;1595000;
Villa;7700;2;70;121;1119;C;74;698000;
Villa;6230;5;121;101;1182;D;967;845000;
Villa;6000;3;103;105;2139;D;622;1775000;
Villa;5771;5;127;46;1487;D;640;1325000;
Villa;9800;5;122;87;1360;B;1233;875000;
Ejerlejlighed;7000;2;58;98;1820;D;450;720000;
Villa;6270;6;167;82;2002;C;748;1595000;
Villa;4500;5;195;45;2659;D;2260;1795000;
Villa;6893;5;167;88;1067;C;501;725000;
Villa;8700;5;97;101;1722;E;355;1595000;
Villa;6720;4;138;220;2121;C;157;1798000;
Villa;9440;3;109;104;1548;C;431;1475000;
Villa;4200;5;147;121;2081;D;721;1645000;
Villa;6400;4;110;45;1258;C;356;945000;
Villa;4700;6;214;52;2934;D;863;1800000;
Villa;7752;4;112;45;1143;D;916;795000;
Villa;9700;6;167;43;2206;C;883;950000;
Villa;5800;5;120;39;2096;C;689;1645000;
Villa;9293;6;145;91;1324;D;459;1850000;
Villa;7620;6;106;112;1064;D;299;845000;
Villa;9310;4;124;119;1540;C;390;995000;
Villa;4261;6;271;124;2523;G;6088;1495000;
Villa;8870;5;169;129;1560;E;1511;1689000;
Villa;9560;4;128;100;1369;D;1528;895000;
Villa;8370;4;183;75;2382;E;528;1895000;
Rækkehus;6400;3;92;42;1612;B;119;895000;
Villa;6400;5;161;97;2209;D;782;1495000;
Villa;9850;6;169;51;1573;D;746;1695000;
Villa;5762;5;140;121;1146;D;630;995000;
Villa;5592;3;104;93;1376;E;575;995000;
Villa;9310;6;161;126;1833;F;511;1095000;
Villa;8920;4;101;41;1991;C;812;1750000;
Villa;9760;7;179;141;1571;C;2896;1495000;
Villa;9460;5;164;80;1209;E;6859;995000;
Villa;7540;6;163;56;1197;D;1064;1095000;
Villa;9260;4;125;63;2009;E;15454;1550000;
Villa;8544;3;133;64;1512;G;1000;998000;
Villa;6705;5;172;62;2262;D;722;1598000;
Villa;6800;4;105;91;1435;C;405;998000;
Villa;4400;4;107;48;2550;D;1250;1165000;
Villa;9500;6;265;44;3245;C;1119;1795000;
Villa;7000;5;141;51;2320;C;1381;1695000;
Villa;9560;6;175;74;1822;E;1390;1195000;
Villa;6800;6;238;90;1995;D;6955;1098000;
Villa;6100;6;202;37;2123;C;1210;1695000;
Villa;4660;5;131;129;1706;D;369;1795000;
Villa;6200;3;192;396;1497;D;923;1145000;
Villa;8800;4;129;54;2392;D;777;1745000;
Villa;8832;6;166;42;1861;A10;874;1795000;
Villa;4780;3;90;59;1760;C;686;1225000;
Villa;8300;6;200;84;2595;E;11559;1795000;
Villa;6840;7;220;46;2666;D;1068;1875000;
Villa;6600;4;199;36;2183;C;1368;1895000;
Villa;8960;6;94;56;2079;E;807;1235000;
Villa;6000;6;169;92;2475;D;635;1895000;
Villa;9460;4;180;49;2724;C;7101;1975000;
Villa;4490;4;248;104;2112;F;1872;1895000;
Villa;9240;6;290;73;1561;D;3789;1895000;
Villa;8660;5;185;131;2386;G;16735;1250000;
Villa;4060;3;87;61;2527;D;845;1995000;
Villa;4591;5;179;16;2350;D;817;1995000;
Villa;8930;4;145;79;2170;D;543;1995000;
Villa;8930;4;134;35;2607;C;921;2095000;
Villa;7100;5;131;72;2656;D;498;1995000;
Villa;8410;5;179;146;1637;C;726;2298000;
Villa;5882;8;249;187;2106;E;2250;2495000;
Villa;3050;6;152;44;4259;C;931;4095000;
Villa;8410;5;146;59;2843;C;679;2499995;
Villa;9000;6;139;73;3544;C;209;4595000;
Villa;7500;3;90;71;1297;C;250;2565000;
Villa;2640;4;125;118;3851;G;15000;4900000;
Ejerlejlighed;2900;2;71;102;2743;G;13381;2600000;
Villa;3480;5;214;104;4027;E;1110;4995000;
Villa;9200;5;158;76;2429;C;800;2645000;
Rækkehus;2800;4;124;-1;3999;A15;106;4995000;
Villa;8382;6;207;17;3129;C;1018;5750000;
Villa;4871;10;337;371;3595;C;8270;2695000;
Villa;3250;5;118;61;3811;E;1115;2745000;
Villa;2770;8;218;51;4723;C;702;6250000;
